diff_power_harder,0.078823646
diff_power_simple,0.0018931759999999999
integ_one,0.000019333
integ_part1,0.00114848
integ_part3,0.000439327
integ_sin,0.000018541
integ_x,0.000024417
math_associate_adds,0.002718618
math_diff_different,0.000019792
math_diff_ln,0.000015374
math_diff_same,0.000015209000000000001
math_diff_simple1,0.000314202
math_diff_simple2,0.00025737
math_powers,0.000027459000000000003
math_simplify_add,0.00026957900000000004
math_simplify_const,0.00011508099999999999
math_simplify_root,0.004836457
diff_power_harder,0.07741104199999999
diff_power_simple,0.0019524240000000001
integ_one,0.000019624
integ_part1,0.001121064
integ_part3,0.000445533
integ_sin,0.000015958
integ_x,0.000026292000000000002
math_associate_adds,0.002814537
math_diff_different,0.000021167
math_diff_ln,0.000016124
math_diff_same,0.000015708999999999998
math_diff_simple1,0.00030782899999999997
math_diff_simple2,0.000252537
math_powers,0.000028124
math_simplify_add,0.000255455
math_simplify_const,0.00011703899999999999
math_simplify_root,0.004976001
